n;CORIS_Year;Text_genre;Text_genre_specific;Type;Cxn;Lemma_Base;Orthography;Syllables;SyllLength;MorphCat;Pos;Function;SemClass;ScalePoint_Base;Approximation_Output;Approximation_Output2;Occurrence
mezzo_102;MONITOR2001_04;STAMPA;STAMPA;mezzo pazzo ;mezzo;pazzo;debonded;paz-zo;2;simple;adjective;attributive/appositive;behaviour;non-scalar;Mitigation/Downtoner;Mitigation/Downtoner;                            . O a metterti in guardia da quelli nemici . Diventano solo strane , lontane , ridicole storie di un litigioso Pantheon < mezzo pazzo > , mezzo scemo , affogato nel Mar Nuovo e nel ridicolo . L ' Occidente sono le Bahamas , ormai . Il Sole scende tra i Sargassi .                      
mezzo_204;CORIS1980_2000;NARRAT;NARRATTrRacconti;mezzo pazzo ;mezzo;pazzo;debonded;paz-zo;2;simple;adjective;attributive/appositive;behaviour;non-scalar;Mitigation/Downtoner;Mitigation/Downtoner;                                 dal sole o baciato dal chiarore lunare . Tom prese dimora in un ricordo del 1840 a Vienna , assieme_a un ' attrice < mezza pazza > . William viveva nella Lake County , con una svedese dai capelli color del lino , di età  indefinita , mentre John faceva la                          
mezzo_245;CORIS1980_2000;NARRAT;NARRATRomanzi;mezzo pazzo ;mezzo;pazzo;debonded;paz-zo;2;simple;adjective;attributive/appositive;behaviour;non-scalar;Mitigation/Downtoner;Mitigation/Downtoner;                            sul volto . Se abbassava le palpebre gli occhi gli bruciavano . Sonia Tedesco à¨ soltanto una povera ragazza disperata e < mezza pazza > e sono quasi convinto che non c ' entra niente con la morte di Rehinard . Intanto era il suo spacciatore , e non vedo perchà©                         
semi_132;CORIS1980_2000;PRACC;PRACCVolumi;semipermanenti ;semi;permanente;bonded;per-ma-nen-te;4;conv_Vprespart;adjective;attributive/appositive;temporal;maximum_standard;KinCategorization;KinCategorization;                                      urbanistiche e delle necessità  idrogeologiche ) devono comunque preferirsi alle colture agricole permanenti o < semipermanenti > . Nelle altre attitudini ( 6-7-8 ) dovranno prevalere le azioni di protezione o di conservazione idrogeologica                                       
semi_263;CORIS1980_2000;PRACC;PRACCVolumi;semipermeabile ;semi;permeabile;bonded;per-me-a-bi-le;5;suff_V;adjective;attributive/appositive;material;mimimum_standard;Attenuation;Attenuation_Extension;"                         medie rispettivamente dell ' acqua di strato e del filtrato [ kg - ione m - 3 ] . Tale equazione à¨ valida per una membrana < semipermeabile > perfetta , che blocca completamente il flusso degli ioni Cl - ; la ddp à¨ tutta dovuta al passaggio di soli ioni Na + . L '                           "
mezzo_199;CORIS1980_2000;NARRAT;NARRATTrRomanzi;mezzo pervertito ;mezzo;pervertito;debonded;per-ver-ti-to;4;conv_Vpart;adjective;attributive/appositive;body;mimimum_standard;Mitigation/Downtoner;Mitigation/Downtoner;                    ho sempre pensato di te era giusto : non sei normale , non hai tutte le rotelle a posto . Sei una di quelle donne mezze matte e < mezze pervertite > che devono a tutti i costi correre dietro_alla depravazione . Si tratta di nostalgie de la boue . Era diventato                                      
mezzo_223;CORIS1980_2000;NARRAT;NARRATRomanzi;mezzo piegare ;mezzo;piegato;debonded;pie-ga-to;3;conv_Vpart;participle_adj;attributive/appositive;spatial;non-scalar;Attenuation;Attenuation;                         ' aria stanca , in realtà  : la sua faccia da ex ragazzone biondo era segnata e imborsata , la sua grossa figura inelegante < mezza piegata > sul tavolo incrostato di latte secco e sugo di pomodoro . Ha insistito per sapere cosa avevo fatto io . e ho dovuto 185                              
mezzo_5;CORIS1980_2000;NARRAT;NARRATRomanzi;mezzo pieno ;mezzo;pieno;debonded;pie-no;2;simple;adjective;predicative;spatial;maximum_standard;Proximative;Proximative;                  Filina , vagamente dubbiosa , e aggiunse : - Ma ce n ' à¨ ancora , di quell ' acqua ? - Un po ' . La fiasca della nonna era ancora < mezza piena > , quando lei à¨ morta . Diceva che quell ' acqua non diventa mai putrida , non si corrompe e non svanisce , e lei l ' ha                              
mezzo_6;CORIS1980_2000;NARRAT;NARRATTrRomanzi;mezzo pieno ;mezzo;pieno;debonded;pie-no;2;simple;adjective;predicative;spatial;maximum_standard;Proximative;Proximative;                           al suolo . Un attimo dopo , anche un manifesto incorniciato del Chivas Regal , su cui c ' era scritto : Â« La bottiglia à¨ < mezza piena > o mezza vuota a_seconda_di come la vedeteÂ» , crollà² a terra . Â« Ho sempre odiato quel manifestoÂ» , commentà² Sidney . Â« Ti                            
mezzo_14;MONITOR2008_10;NARRAT;NARRAT;mezzo pieno ;mezzo;pieno;debonded;pie-no;2;simple;adjective;attributive/appositive;spatial;maximum_standard;Proximative;Proximative;                         , caro . Quando rientrà² in camera , aveva tolto le rose dall ' involucro di carta e le aveva sistemate in un vaso di vetro < mezzo pieno > d ' acqua . - Dov ' à¨ che le vedi meglio ? - mi domandà² , guardandosi attorno nella stanza che , per_quanto piccola , era pur                        
mezzo_32;MONITOR2017_20;NARRAT;NARRAT;mezzo pieno ;mezzo;pieno;debonded;pie-no;2;simple;adjective;attributive/appositive;spatial;maximum_standard;Proximative;Proximative;                                   da un incubo . Vidi che mi trovavo in piedi accanto_a un pozzo , sul cui orlo era posato un secchio di alluminio < mezzo pieno > . Eravamo in un cortile lastricato , antistante quella che sembrava un ' abitazione col tetto crollato . Una parte era                               
mezzo_43;MONITOR2017_20;NARRAT;NARRAT;mezzo pieno ;mezzo;pieno;debonded;pie-no;2;simple;adjective;predicative;spatial;maximum_standard;Proximative;Proximative;                        suo profumo . Ci sedemmo sul lato sinistro della sala , su una panca non troppo lontana dalle prime file . Il posto era già  < mezzo pieno > e c ' era un brusio basso di conversazioni sommesse , un ronzio attutito come d ' insetti che non avevo mai sentito altrove                          
mezzo_45;MONITOR2014_16;NARRAT;NARRAT;mezzo pieno ;mezzo;pieno;debonded;pie-no;2;simple;adjective;attributive/appositive;spatial;maximum_standard;Proximative;Proximative;                                  delle scalette , passando accanto_a un gruppo che dormiva intorno_alle ceneri di un falà² . Raccolse una bottiglia < mezza piena > di liquido nero , come quello che aveva visto distribuire nell ' anfiteatro . Si spoglià² nuda , appallottolà² i vestiti e                             
mezzo_101;MONITOR2001_04;NARRAT;NARRAT;mezzo pieno ;mezzo;pieno;debonded;pie-no;2;simple;adjective;attributive/appositive;spatial;maximum_standard;Proximative;Proximative;                                 divinità  cibernetica . Batte sui tasti in una terrificante confusione di cavi , contenitori di metallo , bottiglie < mezzo piene > e indumenti irriconoscibili , mentre canticchia una shloka , una strofa in sanscrito . Le sue dita volano sulla                                      
mezzo_118;MONITOR2008_10;NARRAT;NARRAT;mezzo pieno ;mezzo;pieno;debonded;pie-no;2;simple;adjective;predicative;spatial;maximum_standard;Proximative;Proximative;                           di carne , preparato dalle monache , con l ' aggiunta di midollo e carote . E , sullo scrittoio , la scodella era ancora < mezza piena > . Si liberà² delle coperte , scese a fatica dal pagliericcio e , seppur barcollando , riuscà¬ a tirarsi in piedi . Il dolore                           
mezzo_156;CORIS1980_2000;NARRAT;NARRATRomanzi;mezzo pieno ;mezzo;pieno;debonded;pie-no;2;simple;adjective;attributive/appositive;spatial;maximum_standard;Proximative;Proximative;                                 divinità  cibernetica . Batte sui tasti in una terrificante confusione di cavi , contenitori di metallo , bottiglie < mezzo piene > e indumenti irriconoscibili , mentre canticchia una shloka , una strofa in sanscrito . Le sue dita volano sulla                                      
mezzo_182;MONITOR2017_20;NARRAT;NARRAT;mezzo pieno ;mezzo;pieno;debonded;pie-no;2;simple;adjective;attributive/appositive;spatial;maximum_standard;Proximative;Proximative;                           e ne approfittai per dare un ' occhiata all ' uomo . Non vidi nulla di sospetto . Aveva davanti un bicchiere da cocktail < mezzo pieno > di ghiaccio e di un liquido trasparente , con una fetta di lime . Â« Cosa c ' à¨ ? Â» chiesi . Â« Quell ' uomo à¨ entrato subito                          
mezzo_211;MONITOR2008_10;STAMPA;STAMPA;mezzo pieno ;mezzo;pieno;debonded;pie-no;2;simple;adjective;attributive/appositive;spatial;maximum_standard;Proximative;Proximative;                                     da passeggio sempre pià¹ attratta dal modello di business degli smartphone . Nel quale i terminali sono scatole < mezze piene > ( o mezze vuote ? ) da riempire con dolci molto appetitosi ( le applicazioni ) da acquistare online . Magari grazie_alla                             
mezzo_242;CORIS1980_2000;NARRAT;NARRATRomanzi;mezzo pieno ;mezzo;pieno;debonded;pie-no;2;simple;adjective;attributive/appositive;spatial;maximum_standard;Proximative;Proximative;                          , non so . UTO : E per questo che non mangi ? Che fai finta e nascondi i piatti dietro le tende e rovesci via i bicchieri < mezzo pieni > ? NINA : Non à¨ vero . UTO : Sà¬ che à¨ vero . NINA : Non metterti a fare come mio padre , adesso . Ne ho già  uno . ( Ed à¨ chiaro che c ' à¨ un          
mezzo_247;MONITOR2001_04;NARRAT;NARRAT;mezzo pieno ;mezzo;pieno;debonded;pie-no;2;simple;adjective;attributive/appositive;spatial;maximum_standard;Proximative;Proximative;"                   Pulisco meticolosamente il lavandino , esco di volata , vado al banco . - "" Jo , quanto ti devo ? "" . Pago , poi guardo il flute < mezzo pieno > di brandy . - "" Jo , buttalo via . Ciao . Buona serata "" . Mi guarda strano . Forse ha capito . Ma non me ne frega un cazzo . Salgo                  "
mezzo_251;MONITOR2005_07;NARRAT;NARRAT;mezzo pieno ;mezzo;pieno;debonded;pie-no;2;simple;adjective;attributive/appositive;spatial;maximum_standard;Proximative;Proximative;"                             , un tavolo basso con sopra una scatola d ' argento piena di sigarette , un libro , un bicchiere di Coca , una ciotola < mezza piena > di gianduiotti . E riviste di moda sparse sul tappeto . "" Allora , lei à¨ qui tranquilla col televisore acceso ... "" "" Ma l '                         "
mezzo_285;CORIS1980_2000;NARRAT;NARRATRomanzi;mezzo pieno ;mezzo;pieno;debonded;pie-no;2;simple;adjective;attributive/appositive;spatial;maximum_standard;Proximative;Proximative;                                  di Closingtown . Carver gli indicà² un mezzo indiano che dormicchiava seduto per terra , con in mano una bottiglia < mezza piena > di acquavite . Non ce n ' à¨ uno che non si à¨ bevuto il cervello ? Ci sono le sorelle Dolphin . No , loro no . Allora il giudice .                    
mezzo_294;MONITOR2017_20;NARRAT;NARRAT;mezzo pieno ;mezzo;pieno;debonded;pie-no;2;simple;adjective;predicative;spatial;maximum_standard;Proximative;Proximative;                         tuo volere Che giungono dai confini del mondo.15 Dopo un ' ora di deambulazione , e quando il mio carrello era già  pià¹ che < mezzo pieno > , non potei fare a_meno_di ripensare alla moldava potenziale di cui Aymeric avrebbe potuto , avrebbe dovuto fare la                                  
semi_130;CORIS1980_2000;STAMPA;STAMPAPeriodici;semipluralistico ;semi;pluralistico;bonded;plu-ra-li-sti-co;5;suff_N;adjective;predicative_subj;social;non-scalar;KinCategorization;KinCategorization;                                  il 1989 , di eludere le conseguenze della grande disfatta leninista mimetizzandosi e fingendosi semidemocratico e < semipluralistico > . Ora il dopoguerra e i suoi effetti nefasti nell ' ex Jugoslavia , cosà¬ come la fame e la disperazione nella disastrata                             
mezzo_38;MONITOR2001_04;STAMPA;STAMPA;mezzopotenti ;mezzo;potente;bonded;po-ten-te;3;conv_Vprespart;adjective;predicative;social;relative_position;Fakeness;Fakeness;                        : Â« Le nomine ? Ascolto i consigli della Regione , poi decido io Â» L ' INTERVISTA De Bac Margherita Â« Totipotenti ? Casomai < mezzopotenti > , visto i pochi soldi che scuciono Â» . Dal 1997 ai vertici di aziende difficili come San Camillo di Roma e Sant ' Omobono di                         
semi_31;CORIS1980_2000;MISC;MISCVolumi;semipreparato ;semi;preparato;bonded;pre-pa-ra-to;4;conv_Vpart;participle_adj;predicative_secundary;relational;maximum_standard;Proximative;Proximative;                               ora andare al Consiglio Nazionale . In realtà  sono state approvate solo le norme sul tesseramento ed il resto à¨ là¬ , < semipreparato > . Anche in questo campo , come in altri , non si puà² dire che la D.C. corra con i tempi . Supplisce a questo ritardo con la sua                      
